sample_id,cell_id,channel,crop_path,label,confidence,notes,annotated_at,top_genes
133,cngjfieb-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/cngjfieb-1.tif,signal,0.8,,2026-08-21T13:42:26,"VIM, CD79A, MDM2, TENT5C, PECAM1"
134,cobjbmoa-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/cobjbmoa-1.tif,signal,0.8,,2026-08-21T13:42:42,"VIM, TENT5C, RND1, MZB1, PECAM1"
135,codanfmg-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/codanfmg-1.tif,signal,0.8,,2026-08-21T13:43:23,"MZB1, VIM, BCL2L11, SLAMF7, FKBP11"
136,codjlfdb-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/codjlfdb-1.tif,signal,0.8,,2026-08-21T13:43:36,"MZB1, HLA-DRA, SDC1, VIM, TENT5C"
137,coekeohg-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/coekeohg-1.tif,,,,,"VIM, BCL2L11, PTPRC, GZMK, TENT5C"
138,cofbbndi-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/cofbbndi-1.tif,,,,,"MDM2, VIM, SLAMF7, TENT5C, PECAM1"
139,cohkiknl-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/cohkiknl-1.tif,signal,0.8,,2026-08-21T13:43:48,"MEF2C, VIM, SDC1, CD4, TENT5C"
140,cohngabk-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/cohngabk-1.tif,,,,,"HLA-DRA, TRAC, VIM, GZMB, NKG7"
141,copncaao-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/copncaao-1.tif,,,,,"MZB1, MEF2C, BASP1, PRDM1, IGF1"
142,cpajfiao-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/cpajfiao-1.tif,signal,0.8,,2026-08-21T13:44:08,"VIM, TENT5C, HLA-DRA, MZB1, PRDM1"
143,cpigggbj-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/cpigggbj-1.tif,signal,0.8,,2026-08-21T13:44:27,"PECAM1, VIM, CXCL9, MZB1, FKBP11"
144,dacdfeda-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dacdfeda-1.tif,signal,0.8,,2026-08-21T13:44:32,"HLA-DRA, VIM, TENT5C, FCGR3A, SLAMF7"
145,daeeckmn-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/daeeckmn-1.tif,signal,0.8,,2026-08-21T13:44:37,"VIM, HLA-DRA, BCL2L11, PECAM1, MTRNR2L11"
146,ddejaknd-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/ddejaknd-1.tif,signal,0.8,,2026-08-21T13:45:05,"VIM, MZB1, CD27, FKBP11, SLAMF7"
147,dfacflph-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dfacflph-1.tif,signal,0.8,,2026-08-21T13:45:24,"SLAMF7, TENT5C, CSF2RA, GPR183, MZB1"
148,dflddnkb-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dflddnkb-1.tif,,,,,"PTPRC, IL7R, CYTIP, CD3D, CCR7"
149,dflophab-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dflophab-1.tif,signal,0.8,,2026-08-21T13:45:42,"TENT5C, VIM, PTPRC, RGS16, FGL2"
150,dgcklfpk-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dgcklfpk-1.tif,,,,,"HLA-DRA, S100B, PTPRC, VIM, BANK1"
151,dgdffkld-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dgdffkld-1.tif,signal,0.8,,2026-08-21T13:45:54,"ADAM28, HLA-DRA, CCR7, CXCR4, BASP1"
152,dlbkflaf-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dlbkflaf-1.tif,signal,0.8,,2026-08-21T13:46:11,"VIM, MDM2, FBN1, MZB1, TENT5C"
153,dpicckel-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dpicckel-1.tif,,,,,"HLA-DRA, PECAM1, VIM, CRISPLD2, IL7R"
154,dplilbfo-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/dplilbfo-1.tif,signal,0.8,,2026-08-21T13:46:32,"TENT5C, PECAM1, BCL2L11, SLAMF7, VIM"
155,eccfjeai-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/eccfjeai-1.tif,,,,,"CXCR4, MS4A1, BANK1, HLA-DRA, VIM"
156,edlfkpjh-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/edlfkpjh-1.tif,signal,0.8,,2026-08-21T13:46:43,"HLA-DRA, TENT5C, SLAMF7, TNFRSF17, PECAM1"
157,eijffkke-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/eijffkke-1.tif,,,,,"HLA-DRA, VIM, BCL2L11, CFHR3, HLA-DRB1"
158,eoooiibd-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/eoooiibd-1.tif,signal,0.8,,2026-08-21T13:47:37,"MDM2, PECAM1, MZB1, VSIR, VIM"
159,faedlinh-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/faedlinh-1.tif,,,,,"CD8A, VIM, FKBP11, PECAM1, CD2"
160,fahdhgel-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/fahdhgel-1.tif,signal,0.8,,2026-08-21T13:48:02,"VIM, MDM2, HLA-DRA, TENT5C, CYTIP"
161,gebphamb-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/gebphamb-1.tif,unclear,0.8,,2026-08-21T13:48:30,"VIM, HLA-DRA, CAVIN1, AIF1, C1orf162"
162,hghmakfl-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/hghmakfl-1.tif,signal,0.8,,2026-08-21T13:48:34,"MDM2, BCL2L11, VIM, SLAMF7, CXCR4"
163,hgmapjcb-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/hgmapjcb-1.tif,signal,0.8,,2026-08-21T13:49:13,"MZB1, ITGAX, TENT5C, CDH2, PRDM1"
164,holkamke-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/holkamke-1.tif,signal,0.8,,2026-08-21T13:49:17,"PRDM1, TENT5C, MZB1, PECAM1, SDC1"
165,icmmphmc-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/icmmphmc-1.tif,signal,0.8,,2026-08-21T13:49:27,"CD3E, BCL2L11, TNC, DPT, CYTIP"
166,igbeokmj-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/igbeokmj-1.tif,signal,0.8,,2026-08-21T13:49:30,"VIM, CAVIN1, MEF2C, PCNA, PTPRC"
167,ijcmpodk-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/ijcmpodk-1.tif,signal,0.8,,2026-08-21T13:49:39,"HLA-DRA, PCNA, MZB1, VIM, PTPRC"
168,iobgkagb-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/iobgkagb-1.tif,signal,0.8,,2026-08-21T13:49:57,"TENT5C, SDC1, ATP1A1, VIM, PECAM1"
169,jebgdkkb-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/jebgdkkb-1.tif,signal,0.8,,2026-08-21T13:50:02,"VIM, FGL2, PGR, ACTA2, CXCR4"
170,jfmokpfa-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/jfmokpfa-1.tif,signal,0.8,,2026-08-21T13:50:11,"VCAN, BCL2L11, SFRP4, PRDM1, VIM"
171,jjekpeel-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/jjekpeel-1.tif,,,,,"PECAM1, HLA-DRA, VIM, FBN1, CD68"
172,jkkdmlai-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/jkkdmlai-1.tif,signal,0.8,,2026-08-21T13:50:43,"PECAM1, TENT5C, CXCR4, TNFRSF17, VIM"
173,kbaajnld-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kbaajnld-1.tif,unclear,0.8,,2026-08-21T13:51:53,"VIM, MEF2C, PECAM1, IL7R, TENT5C"
174,khaeahfg-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/khaeahfg-1.tif,signal,0.8,,2026-08-21T13:52:00,"VIM, TNFRSF17, CD27, MZB1, HLA-DRA"
175,khbgdbkc-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/khbgdbkc-1.tif,signal,0.8,,2026-08-21T13:52:03,"VIM, CD68, BCL2L11, PDGFRB, HLA-DRA"
176,khfpbeom-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/khfpbeom-1.tif,signal,0.8,,2026-08-21T13:52:13,"HLA-DRA, VIM, CXCR4, CD68, AIF1"
177,khhbfiln-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/khhbfiln-1.tif,signal,0.8,,2026-08-21T13:52:18,"VIM, HLA-DRA, FCGR3A, ACTA2, RGS16"
178,kiabllci-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kiabllci-1.tif,signal,0.8,,2026-08-21T13:52:22,"HLA-DRB1, PRDM1, HLA-DRA, TNFRSF17, CD163"
179,kiclifha-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kiclifha-1.tif,,,,,"VIM, HLA-DRA, PTPRC, CCL5, FCGR3A"
180,kidlmmbg-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kidlmmbg-1.tif,signal,0.8,,2026-08-21T13:52:52,"VIM, MZB1, SDC1, PCNA, ACTA2"
181,kifgdekl-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kifgdekl-1.tif,signal,0.8,,2026-08-21T13:53:20,"SLAMF7, TNFRSF17, DST, VIM, EGFR"
182,kincbabp-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kincbabp-1.tif,unclear,0.8,very blurry image,2026-08-21T13:53:41,"PTEN, GPR183, SLAMF7, EDN1, KRT8"
183,kjebkkfi-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kjebkkfi-1.tif,signal,0.8,very blurry image,2026-08-21T13:53:45,"VIM, SLAMF7, MZB1, HLA-DRA, THY1"
184,kjonfnae-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kjonfnae-1.tif,signal,0.8,very blurry image,2026-08-21T13:54:07,"VIM, MZB1, CRISPLD2, KRT13, CAVIN1"
185,kkilffjd-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kkilffjd-1.tif,signal,0.8,,2026-08-21T13:54:31,"HLA-DRA, VIM, SLAMF7, TENT5C, TNFRSF17"
186,kmpapbgn-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kmpapbgn-1.tif,,,,,"HLA-DRA, S100A12, TOP2A, VIM, FGL2"
187,kpbgfdgf-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/kpbgfdgf-1.tif,,,,,"VIM, VWF, PECAM1, CD93, HLA-DRA"
188,laheipep-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/laheipep-1.tif,,,,,"MZB1, VIM, PECAM1, FKBP11, SLAMF7"
189,lapcjlec-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/lapcjlec-1.tif,,,,,"VIM, HLA-DRA, PTPRC, IL2RA, MS4A1"
190,ldejkege-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/ldejkege-1.tif,,,,,"VWF, PECAM1, MMRN1, TCIM, PTEN"
191,leilgmob-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/leilgmob-1.tif,,,,,"VIM, VCAN, TNC, ACTA2, CD3G"
192,lgmkbbnn-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/lgmkbbnn-1.tif,,,,,"PTPRC, TRAC, CCL5, CD8A, CD27"
193,lhaajfin-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/lhaajfin-1.tif,,,,,"VIM, CCR2, HLA-DRA, SLAMF7, PECAM1"
194,ljmpaonp-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/ljmpaonp-1.tif,,,,,"PRF1, CD3E, VIM, CD27, RTKN2"
195,ocfdmmaa-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/ocfdmmaa-1.tif,,,,,"VIM, TNFRSF17, CD8A, GZMK, FCGR3B"
196,ocfgblfa-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/ocfgblfa-1.tif,,,,,"FGL2, HLA-DRA, MZB1, FBLN1, MS4A4A"
197,odbbfepi-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/odbbfepi-1.tif,,,,,"VIM, SNAI1, MEF2C, FKBP11, SDC1"
198,odeaekch-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/odeaekch-1.tif,,,,,"MZB1, SLAMF7, TENT5C, VIM, ADAM28"
199,odemdfbm-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/odemdfbm-1.tif,,,,,"HLA-DRA, TENT5C, IL2RA, BCL2L11, MZB1"
200,odjjljfm-1,CD138,/data/yzy21/yy/aaran/out/crops/CD138/odjjljfm-1.tif,,,,,"HLA-DRA, SDC1, VIM, PECAM1, IL1R2"
201,acgabmel-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/acgabmel-1.tif,,,,,"GZMK, HLA-DRA, CD8A, C1orf162, CCL5"
202,ahenpfol-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ahenpfol-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, CD34, FCGR3B"
203,akddmekk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/akddmekk-1.tif,,,,,"VIM, FCGR3A, NKG7, PTPRC, GZMK"
204,alkibhnc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/alkibhnc-1.tif,,,,,"VIM, HLA-DRA, HAVCR2, FCGR3B, MS4A6A"
205,apkmhjgd-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/apkmhjgd-1.tif,,,,,"ACTA2, VIM, MDM2, HLA-DRA, HLA-DRB1"
206,bbhjfmoc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bbhjfmoc-1.tif,,,,,"CD8A, HLA-DRA, PTPRC, CCL5, CD2"
207,bbpilbfo-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bbpilbfo-1.tif,,,,,"VIM, PTPRC, GZMK, FCGR1A, TENT5C"
208,bcfcfgnm-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bcfcfgnm-1.tif,,,,,"VIM, HLA-DRA, CD68, FCGR1A, C1orf162"
209,bhihpodi-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bhihpodi-1.tif,,,,,"HLA-DRA, CD68, FCGR3B, FCGR3A, CD14"
210,bioagdea-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bioagdea-1.tif,,,,,"HLA-DRA, VIM, CD68, FCGR3A, HLA-DRB1"
211,bjdpbclp-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bjdpbclp-1.tif,,,,,"CXCL10, VIM, HLA-DRA, GZMA, KRT18"
212,bkeiomef-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bkeiomef-1.tif,,,,,"PECAM1, CD4, SLAMF7, HLA-DRA, ATP1A1"
213,blhphaob-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/blhphaob-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, MS4A6A, CD14"
214,bmbbdidn-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bmbbdidn-1.tif,,,,,"VIM, C1orf162, KCNMA1, MS4A6A, PTPRC"
215,bocaaaep-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/bocaaaep-1.tif,,,,,"HLA-DRA, PTPRC, VIM, MS4A6A, FCGR3B"
216,cchbfffk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/cchbfffk-1.tif,,,,,"HLA-DRA, VIM, CD68, MS4A6A, FCGR3A"
217,cdcmbnap-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/cdcmbnap-1.tif,,,,,"HLA-DRA, VIM, HAVCR2, PCNA, ATP1A1"
218,cmhgoibb-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/cmhgoibb-1.tif,,,,,"VIM, HLA-DRA, MS4A6A, CCL5, PECAM1"
219,cnhbjbme-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/cnhbjbme-1.tif,,,,,"HLA-DRA, VIM, MZB1, SLAMF7, PECAM1"
220,coapjeil-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/coapjeil-1.tif,,,,,"HLA-DRA, VIM, CXCL6, MS4A6A, VSIG4"
221,dakpfhef-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dakpfhef-1.tif,,,,,"VIM, GZMK, MET, HLA-DRA, CCL5"
222,dbebneph-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dbebneph-1.tif,,,,,"HLA-DRA, CD68, VIM, C1orf162, FGL2"
223,ddallafl-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ddallafl-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, CD68, HLA-DRB1"
224,ddlnbjaf-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ddlnbjaf-1.tif,,,,,"VIM, HLA-DRA, CD3E, HLA-DRB1, FGL2"
225,dedlmoni-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dedlmoni-1.tif,,,,,"HLA-DRA, VIM, C1orf162, CD163, HLA-DRB1"
226,dfcnibod-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dfcnibod-1.tif,,,,,"HLA-DRA, C1orf162, CD4, VIM, CD68"
227,diibnnbo-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/diibnnbo-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, ACTA2, C1orf162"
228,dlbdiklg-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dlbdiklg-1.tif,,,,,"HLA-DRA, VIM, CD163, FCGR3A, HLA-DRB1"
229,dlldjfgh-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dlldjfgh-1.tif,,,,,"HLA-DRA, VIM, PTPRC, CD8A, MKI67"
230,dlollkcl-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dlollkcl-1.tif,,,,,"HLA-DRA, VIM, CXCL10, CD14, CD68"
231,dmfbefdf-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dmfbefdf-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, CD68, MS4A6A"
232,dnfbkgjh-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/dnfbkgjh-1.tif,,,,,"HLA-DRA, FCGR3A, C1orf162, VIM, FCGR3B"
233,domkpeik-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/domkpeik-1.tif,,,,,"PTPRC, HLA-DRA, VIM, FCGR3A, CD8A"
234,eeclnapc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/eeclnapc-1.tif,,,,,"VIM, HLA-DRA, MS4A6A, VCAN, FCGR1A"
235,eeoigmkc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/eeoigmkc-1.tif,,,,,"PTPRC, VIM, CD8A, CD3E, TNC"
236,efjmjnjj-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/efjmjnjj-1.tif,,,,,"VIM, HLA-DRA, HLA-DRB1, CXCL6, BASP1"
237,efjmmhde-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/efjmmhde-1.tif,,,,,"VIM, CXCL6, MET, ADAMTS1, VCAN"
238,eknjojea-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/eknjojea-1.tif,,,,,"HLA-DRA, VIM, FCGR3B, CD8A, IL2RA"
239,eogbibdd-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/eogbibdd-1.tif,,,,,"ITGAX, VIM, KCNMA1, MS4A6A, HLA-DRA"
240,eogbjbff-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/eogbjbff-1.tif,,,,,"HLA-DRA, CD163, C1orf162, MDM2, FCGR3A"
241,epfcnkpa-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/epfcnkpa-1.tif,,,,,"IL2RA, KCNMA1, CD27, CD163, NKG7"
242,fbfdkani-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/fbfdkani-1.tif,,,,,"HLA-DRA, VIM, CCL5, HAVCR2, TIGIT"
243,fbkggiif-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/fbkggiif-1.tif,,,,,"HLA-DRA, VIM, IL2RA, FCGR3A, FCGR1A"
244,fcjeibfk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/fcjeibfk-1.tif,,,,,"VIM, HLA-DRB1, HLA-DRA, VSIG4, CD163"
245,fclngbbn-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/fclngbbn-1.tif,,,,,"CD8A, HLA-DRA, CCR2, CD3D, CXCR4"
246,fdbengni-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/fdbengni-1.tif,,,,,"HAVCR2, CCL5, VIM, CD8A, HLA-DRA"
247,fllelfdm-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/fllelfdm-1.tif,,,,,"HLA-DRA, MS4A6A, VIM, HLA-DRB1, GPR183"
248,flnlilnj-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/flnlilnj-1.tif,,,,,"VIM, PTEN, HLA-DRA, FCGR3A, ADGRE1"
249,gbenmmnp-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/gbenmmnp-1.tif,,,,,"HLA-DRA, FCGR3A, VIM, ACTA2, CD14"
250,gipeficp-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/gipeficp-1.tif,,,,,"HLA-DRA, VIM, HLA-DRB1, MS4A6A, FCGR3A"
251,gipmdcoi-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/gipmdcoi-1.tif,,,,,"VIM, HLA-DRA, FGL2, FCGR3A, MS4A6A"
252,gjkacpad-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/gjkacpad-1.tif,,,,,"TRAC, CCR2, CXCR4, CD3E, KRT18"
253,gmnddbfk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/gmnddbfk-1.tif,,,,,"HLA-DRA, FCGR3B, VIM, FCGR3A, ACTA2"
254,gpjifadk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/gpjifadk-1.tif,,,,,"VIM, HLA-DRA, FCGR3A, CD68, FGL2"
255,heagbdlb-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/heagbdlb-1.tif,,,,,"HLA-DRA, HLA-DRB1, VIM, FCGR3B, MS4A6A"
256,hedicckc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/hedicckc-1.tif,,,,,"HLA-DRA, VIM, CD14, MS4A4A, TFPI"
257,hfbdbinn-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/hfbdbinn-1.tif,,,,,"HLA-DRA, CD163, VIM, HLA-DRB1, FCGR3A"
258,hicicpok-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/hicicpok-1.tif,,,,,"VIM, SH2D3C, VSIG4, HLA-DRB1, C1orf162"
259,ibooghfc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ibooghfc-1.tif,,,,,"HLA-DRA, VIM, MS4A6A, FCGR3A, HLA-DRB1"
260,ibppkdbc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ibppkdbc-1.tif,,,,,"VIM, HLA-DRA, SFRP4, TNC, FCGR3A"
261,icbhplgg-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/icbhplgg-1.tif,,,,,"VIM, HLA-DRA, TRAC, CD8A, CD2"
262,icbjdlfk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/icbjdlfk-1.tif,,,,,"VIM, HLA-DRA, PTEN, FCGR3A, CAVIN1"
263,igadgimn-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/igadgimn-1.tif,,,,,"HLA-DRA, C1orf162, GPR183, MS4A6A, HLA-DRB1"
264,ihbifboe-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ihbifboe-1.tif,,,,,"HLA-DRA, HLA-DRB1, VIM, VCAN, PTPRC"
265,ihcdhflk-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ihcdhflk-1.tif,,,,,"HLA-DRA, FCGR3A, HLA-DRB1, FGL2, MS4A6A"
266,ihngpmjg-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ihngpmjg-1.tif,,,,,"HLA-DRA, MS4A6A, PTPRC, CD8A, VIM"
267,ikppmobd-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ikppmobd-1.tif,,,,,"HLA-DRA, FCGR3B, VIM, PTPRC, MS4A6A"
268,ilkjbdan-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ilkjbdan-1.tif,,,,,"HLA-DRA, FCGR3A, MS4A6A, CD68, FCGR3B"
269,impilidc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/impilidc-1.tif,,,,,"HLA-DRA, FCGR3B, FCGR3A, VIM, HLA-DRB1"
270,jchcbohg-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/jchcbohg-1.tif,,,,,"HLA-DRA, C1orf162, VIM, MS4A6A, FGL2"
271,jfnndenj-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/jfnndenj-1.tif,,,,,"HLA-DRA, VIM, FCGR3A, HLA-DRB1, MS4A6A"
272,jgfbjblc-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/jgfbjblc-1.tif,,,,,"VIM, HLA-DRA, FCGR3A, MS4A4A, PLA2G7"
273,jigeiojm-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/jigeiojm-1.tif,,,,,"MMRN1, FCGR3A, HLA-DRB1, HLA-DRA, VIM"
274,kfjdhhkb-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/kfjdhhkb-1.tif,,,,,"VIM, HLA-DRA, PTEN, FCGR3A, ACTA2"
275,kfoemngo-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/kfoemngo-1.tif,,,,,"HLA-DRA, VIM, MS4A6A, MZB1, SERPINB9"
276,khfoplcj-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/khfoplcj-1.tif,,,,,"VIM, SLAMF7, MS4A6A, MS4A1, SDC1"
277,kicfohbi-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/kicfohbi-1.tif,,,,,"HLA-DRA, VIM, MS4A4A, PLA2G7, C1orf162"
278,kjfnhkpf-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/kjfnhkpf-1.tif,,,,,"VIM, HLA-DRA, VCAN, SEMA3C, PTGDS"
279,kkmigfeo-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/kkmigfeo-1.tif,,,,,"VIM, HLA-DRA, CAVIN1, FCGR3A, MS4A6A"
280,klgjolcn-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/klgjolcn-1.tif,,,,,"VIM, FCGR3A, CD68, HLA-DRA, MS4A6A"
281,ldhepgon-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/ldhepgon-1.tif,,,,,"VIM, HLA-DRA, CCL19, MYC, ACTA2"
282,lgooeppp-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/lgooeppp-1.tif,,,,,"VIM, HLA-DRA, MNDA, MYC, AIF1"
283,llebjmaj-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/llebjmaj-1.tif,,,,,"VIM, ACTA2, PTEN, STEAP4, THY1"
284,llgdodcb-1,CD16,/data/yzy21/yy/aaran/out/crops/CD16/llgdodcb-1.tif,,,,,"VIM, HLA-DRA, FCGR3A, AIF1, HAVCR2"
